dataset_source,category_id,category_name,length_cm,width_cm,height_cm,typical_len_cm,min_len_cm,max_len_cm,source_reference,image_path
ABO Dataset,B086B4Z4GT,"Evansea Red Wine Barbera d'Asti, Italy (75cl)",7.5,7.5,30.0,30.0,29.4,30.6,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b3/b38261c1.jpg
ABO Dataset,B07VZNPWXF,"AmazonBasics Commercial Patio Heater, Sable Brown",83.82,45.72,226.06,226.06,221.54,230.58,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d2/d2c43105.jpg
ABO Dataset,B071J7Q9XR,"Amazon Brand – Rivet Farr Lotus Accent Chair, Aqua",101.09,86.11,86.11,101.09,99.07,103.11,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/25/25cc96b6.jpg
ABO Dataset,B07Z86L2X8,"Amazon Brand - Mama Bear 99% Water Baby Wipes, Hypoallergeni",17.53,10.16,6.99,17.53,17.18,17.88,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8e/8ed5b1c9.jpg
ABO Dataset,B0876JF6MW,Tovess Orange & Clementine Gin (70cl),9.43,9.43,22.5,22.5,22.05,22.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/52/52b424eb.jpg
ABO Dataset,B07TD59VHS,"AmazonBasics Mathematic Case Pack, Nesting Boxes, Nesting Cy",35.26,55.75,43.54,55.75,54.63,56.87,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/06/0681474f.jpg
ABO Dataset,B07H5DQKMZ,Eono Essentials 15-15.6 Inch Laptop Sleeve Case(Black),27.69,39.88,2.54,39.88,39.08,40.68,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/de/dea6cf25.jpg
ABO Dataset,B003ES61EE,AmazonBasics Lens Pen Cleaning System,12.17,1.47,1.3,12.17,11.93,12.41,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f5/f527bca0.jpg
ABO Dataset,B07K67LVTG,"AmazonBasics Cork Board, 11 x 17 Inch, 6 Pack",43.18,27.94,1.5,43.18,42.32,44.04,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/14/148a0c15.jpg
ABO Dataset,B07VYKT73Z,"AmazonBasics Wall Wire Grid Panel, Rose Gold",45.01,30.0,0.99,45.01,44.11,45.91,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b0/b0262c8b.jpg
ABO Dataset,B07SB9LQXH,Amazon Brand - Solimo Laptop Backpack for 15.6-inch Laptops,45.0,35.0,10.0,45.0,44.1,45.9,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ba/bae6dff9.jpg
ABO Dataset,B077RYZYGZ,AmazonBasics Stackable Lunch Boxes,23.2,15.5,11.5,23.2,22.74,23.66,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cc/cc6c8526.jpg
ABO Dataset,B085D1TMQY,"AmazonBasics Thermoelectric Cooler, 20 L, 12V DC Connection",15.47,9.17,15.75,15.75,15.44,16.07,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d1/d12fcfb2.jpg
ABO Dataset,B084JPCX68,"Rockenwagner Danish, Apricot, 3.8 Oz",15.24,7.62,3.05,15.24,14.94,15.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/02/0200e7d7.jpg
ABO Dataset,B07X4N934R,"Amazon Brand - Happy Belly Green Tea Bags, Citrus, 20 Count",17.32,22.4,14.96,22.4,21.95,22.85,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0b/0bee2675.jpg
ABO Dataset,B07DP3LS6W,"Solimo Pasta, Spaghetti, 48oz",27.61,7.44,9.65,27.61,27.06,28.16,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/48/485634d6.jpg
ABO Dataset,B07N6RT9SM,AmazonBasics Portable Air Conditioner with Remote - Cools 45,35.51,34.49,70.31,70.31,68.9,71.72,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/67/67b20432.jpg
ABO Dataset,B081SG8FBW,"Amazon Brand - Solimo Detangler Spray, 10 fl. Oz (Pack of 3)",13.21,7.62,20.38,20.38,19.97,20.79,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e1/e1b1e2bc.jpg
ABO Dataset,B075GFXFY1,"AmazonBasics Clumping Cat Litter with Baking Soda, 40lb Bag",58.42,40.64,7.62,58.42,57.25,59.59,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/46/46e5ee9f.jpg
ABO Dataset,B082Q22ZJ7,AmazonCommercial 7 Outlet Heavy Duty Metal Surge Protector P,34.65,6.1,3.71,34.65,33.96,35.34,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8c/8c4c47d1.jpg
ABO Dataset,B014VBI7OO,Doppelte zips for easy and quick opening and closing,30.48,22.86,5.59,30.48,29.87,31.09,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/34/346822c5.jpg
ABO Dataset,B00VJBJF8M,Classic Accessories QuadGear Black UTV Cab Enclosure,85.09,24.89,16.51,85.09,83.39,86.79,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/65/65b8a90d.jpg
ABO Dataset,B07K6H8618,AmazonBasics Mattress Foundation / Smart Box Spring for Quee,200.66,151.13,12.7,200.66,196.65,204.67,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e1/e1cfefe4.jpg
ABO Dataset,B07TPLLSJG,Eono Essentials Voltage Converter 12 V 230 V / Modified Wave,11.9,7.8,4.6,11.9,11.66,12.14,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ba/ba6346ec.jpg
ABO Dataset,B07SZ1X2RB,"AmazonBasics Memory Foam Lumbar Support Pillow - Black, Pane",35.99,30.99,8.99,35.99,35.27,36.71,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/54/545a0a85.jpg
ABO Dataset,B00XNKW45I,AmazonBasics Tripod Mounts for GoPro,5.08,4.06,1.78,5.08,4.98,5.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/37/37e2dd1d.jpg
ABO Dataset,B07RL33M89,"Amazon Brand - Solimo Incense Sticks, Jasmine - 70 sticks/pa",5.3,1.5,22.9,22.9,22.44,23.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8f/8f473ad5.jpg
ABO Dataset,B01FV0FBX4,AmazonBasics Chisel Tip Highlighters - Pack of 12 Assorted C,15.24,8.38,6.1,15.24,14.94,15.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/66/66d919a5.jpg
ABO Dataset,B014VBHWP4,"AmazonBasics 4-Piece Packing Cube Set - Slim, Sky Blue",37.85,19.05,5.59,37.85,37.09,38.61,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/73/73c9f33a.jpg
ABO Dataset,B08443TTS8,"AmazonBasics Non-Stick 12-Cup Muffin Pan, Grey with Red Grip",36.8,28.19,5.51,36.8,36.06,37.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/be/be99cc6d.jpg
ABO Dataset,B07ZL3ZBMF,AmazonBasics Compostable 2-Compartment Clamshell Hinged Food,53.01,26.49,19.99,53.01,51.95,54.07,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a3/a3b43f29.jpg
ABO Dataset,B07J2VY53W,"Amazon Brand – Rivet Contemporary Leather Ottoman Pouf, 36""W",93.98,43.18,93.98,93.98,92.1,95.86,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/76/76879279.jpg
ABO Dataset,B07TS9HYRD,Amazon Brand - Happy Belly Purified Drinking Water 16.9 Fl O,2.54,6.68,19.71,19.71,19.32,20.1,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a1/a1f33c85.jpg
ABO Dataset,B074MFHPV7,"365 Everyday Value, Organic Great Northern Beans, 16 oz",6.35,14.61,23.5,23.5,23.03,23.97,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8e/8eee7078.jpg
ABO Dataset,B07QGSZ7NV,Amazon Brand – Rivet Aiden Mid-Century Sectional with Tapere,219.0,65.99,84.0,219.0,214.62,223.38,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8c/8c163168.jpg
ABO Dataset,B07QG3LMBW,"AmazonBasics Essentials 32-70"" Fixed Tilt TV Wall Mount",46.99,3.61,42.01,46.99,46.05,47.93,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e5/e5b28f8a.jpg
ABO Dataset,B07TGD3W79,"AmazonBasics Blocks 50 Blocks, 4-Pack",3.99,2.01,8.0,8.0,7.84,8.16,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a0/a0069db8.jpg
ABO Dataset,B07JNXRJZ7,Amazon Brand - 2oz Energy Shot Berry (Pack of 12),14.78,11.13,8.46,14.78,14.48,15.08,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2f/2fda510d.jpg
ABO Dataset,B074MH4QP9,"365 Everyday Value, Baking Soda, 16 oz",18.1,13.97,4.13,18.1,17.74,18.46,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c4/c4b8acbf.jpg
ABO Dataset,B07PY4TX8B,AmazonBasics Premium Single Monitor Stand - Lift Engine Arm,65.02,36.07,48.9,65.02,63.72,66.32,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d9/d90860f6.jpg
ABO Dataset,B07TT6GQGD,"AmazonBasics LED Decorative Motif, Twinkle Star",4.7,60.71,60.96,60.96,59.74,62.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/3c/3c872027.jpg
ABO Dataset,B07SYTJ8Q6,"AmazonBasics 2-Slot Toaster, Black",30.73,18.41,19.81,30.73,30.12,31.34,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2b/2b7c0e41.jpg
ABO Dataset,B085D4TC49,Amazon Brand- Jam & Honey Long Ears Rabbit-pink-30cm,30.0,14.0,4.0,30.0,29.4,30.6,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ab/ab056bc7.jpg
ABO Dataset,B074H81MJC,"365 Everyday Value, Pineapple Slices in Pineapple Juice from",9.53,9.53,11.18,11.18,10.96,11.4,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/20/200398b6.jpg
ABO Dataset,B07GL1FNY7,"Whole Foods Market Bath Bomb Vanilla Chai, 4.59 oz",5.08,6.99,6.99,6.99,6.85,7.13,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f8/f86911c6.jpg
ABO Dataset,B07CZPY8X4,AmazonBasics Gel Mouse Pad with Wrist Support Rest - 10-Pack,25.73,2.39,20.65,25.73,25.22,26.24,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/84/841c24be.jpg
ABO Dataset,B07DZJ9DNJ,AmazonBasics Small Pet Dog Sofa Bolster Lounger Bed - 25 x 2,63.5,50.8,16.51,63.5,62.23,64.77,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/29/29f74e47.jpg
ABO Dataset,B07D49NNWK,Amazon Brand: Eono Essentials Stroller Organiser with Extra,14.73,36.32,3.81,36.32,35.59,37.05,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/87/8737a1c6.jpg
ABO Dataset,B074M9BZ5K,"365 Everyday Value, Organic Black Tea, Unsweetened, 64 fl oz",9.5,12.01,26.95,26.95,26.41,27.49,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/16/166521e8.jpg
ABO Dataset,B0773K5ST1,AmazonBasics Dual-Port USB Wall Charger (2.4 Amp) - White (U,8.28,5.33,4.85,8.28,8.11,8.45,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1a/1a02ed5e.jpg
ABO Dataset,B074MGLHF1,"365 Everyday Value, Black Sesame Rice Crackers, 3.57 oz",26.67,8.89,4.45,26.67,26.14,27.2,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b5/b522d1da.jpg
ABO Dataset,B086TB2VCN,AmazonBasics 500-Watt Mixer Grinder with 3 Jars,35.0,26.0,21.0,35.0,34.3,35.7,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2d/2d9df684.jpg
ABO Dataset,B07XKGLMR8,"AmazonBasics Dehumidifier - For Areas Up to 2,500 Square Fee",39.19,61.59,28.19,61.59,60.36,62.82,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a9/a9e4add9.jpg
ABO Dataset,B07WHRYJM7,"Amazon Basics Folding Step Stool - 2-Step, Steel, 200-Pound",44.98,51.38,87.2,87.2,85.46,88.94,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/fc/fc6ba076.jpg
ABO Dataset,B082D177MX,"Waterdrop RO Reverse Osmosis Water Filtration System, TDS Re",43.99,15.01,35.31,43.99,43.11,44.87,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a1/a1e5d653.jpg
ABO Dataset,B01LTI1JGU,"Amazon Brand - Solimo Microfiber Reversible Comforter, Doubl",47.1,25.1,24.7,47.1,46.16,48.04,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/5b/5b6cd675.jpg
ABO Dataset,B07TD5BN58,"AmazonBasics Adaptive Case Pack, Braille Alphabet A-Z, Brail",32.21,26.21,4.57,32.21,31.57,32.85,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f3/f3d09b07.jpg
ABO Dataset,B0773JY6T2,AmazonBasics 40W 4-Port USB Wall Charger - White,6.5,6.5,2.9,6.5,6.37,6.63,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/b8/b8154df7.jpg
ABO Dataset,B07V843T2D,AmazonBasics 22-Piece Long Arm Hex Key Wrench Set - SAE/Metr,25.91,20.83,4.06,25.91,25.39,26.43,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f9/f95942b3.jpg
ABO Dataset,B07W1BK4PX,AmazonCommercial 2000 Count Pocket Compact Digital Multimete,10.79,3.2,5.31,10.79,10.57,11.01,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/62/6297edee.jpg
ABO Dataset,B07NR8NDDZ,"Whole Foods Market Organic Premium Italian Mixer, Tonic Wate",11.05,11.18,13.72,13.72,13.45,13.99,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f9/f9093441.jpg
ABO Dataset,B07CTV8PG9,AmazonBasics sticky notes 76 x 127 mm - Assorted Colors - 6,12.7,7.59,5.99,12.7,12.45,12.95,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c9/c9fb30ab.jpg
ABO Dataset,B07DR5HYK1,"Amazon Brand - Revly Workout Recovery Complex, 60 Softgels,",5.03,5.03,10.46,10.46,10.25,10.67,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/86/8685295d.jpg
ABO Dataset,B07XS59FVT,"AmazonBasics Premium USB-C to Lightning Cable, MFi Certified",10.01,4.52,1.65,10.01,9.81,10.21,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d7/d7792255.jpg
ABO Dataset,B0711YD5ZC,Amazon Brand - Solimo Premium High-Carbon Stainless Steel De,26.6,14.6,3.0,26.6,26.07,27.13,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/52/527834fc.jpg
ABO Dataset,B07QDVDGVD,AmazonBasics Pressboard Classification File Folder with Fast,29.97,25.15,0.76,29.97,29.37,30.57,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/83/830b7497.jpg
ABO Dataset,B08443JQ7W,AmazonBasics Super Slim Portable Charger Power Bank Battery,15.11,7.01,1.32,15.11,14.81,15.41,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B07YXWT4FB,Eono by Amazon 7 Day Pill Box Organiser AM PM - Pop Open Wee,22.4,12.0,3.8,22.4,21.95,22.85,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/a0/a0100bcd.jpg
ABO Dataset,B07L2XJC8N,AmazonBasics Wall Mounted Coat Rack - 5 Modern Hook Beige 10,57.15,9.4,6.3,57.15,56.01,58.29,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/2f/2f1ed094.jpg
ABO Dataset,B08BMH4BH3,AmazonBasics Stainless Steel Kettle with Temperature Control,22.5,13.69,23.01,23.01,22.55,23.47,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8b/8ba3b145.jpg
ABO Dataset,B017C8O684,"AmazonBasics Yoga and Exercise Mat with Carrying Strap, 1/4-",11.43,11.43,60.96,60.96,59.74,62.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/34/345022cd.jpg
ABO Dataset,B07F2NC2G4,AmazonBasics 5 Function Hand Shower Set - Satin Nickel,10.01,3.51,22.71,22.71,22.26,23.16,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/e9/e943f7d5.jpg
ABO Dataset,B07C41SPN6,"365 Everyday Value, Organic Italian Dressing, 12 fl oz",6.88,6.73,15.21,15.21,14.91,15.51,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/8c/8c7d359a.jpg
ABO Dataset,B07CBMG3SB,AmazonBasics NC1303154 15.6-Inch Laptop Sleeve - Black,42.01,30.99,2.01,42.01,41.17,42.85,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/c0/c0634539.jpg
ABO Dataset,B00NFIP3Z6,Sterling Silver Cubic Zirconia Round Halo Earrings and Penda,7.87,6.1,3.56,7.87,7.71,8.03,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/04/04bb22e5.jpg
ABO Dataset,B06X1CH6D2,"find. Women's Ankle Boots with Zips and Colour Block Straps,",4.8,13.1,11.2,13.1,12.84,13.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/86/8667622f.jpg
ABO Dataset,B08D9PS7F3,"AmazonBasics Single Edge Razor Blades, Clam Shell, 100-Pack",14.92,5.71,2.54,14.92,14.62,15.22,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B07PZNV637,"AmazonBasics AB5800-FB-5 Coat Hook, Matt Black",9.35,2.49,7.8,9.35,9.16,9.54,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/0d/0d71764b.jpg
ABO Dataset,B084DQ44RW,"AmazonBasics Remanufactured High-Yield Toner Cartridge, Repl",27.94,8.89,5.84,27.94,27.38,28.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1f/1f32b622.jpg
ABO Dataset,B07PDGLNBS,AmazonBasics DECT Home Telephone Set of 3 Black,26.01,8.0,15.01,26.01,25.49,26.53,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d5/d5d733b3.jpg
ABO Dataset,B07RLM2JNX,Amazon Brand - Solimo Aquilla Engineered Wood Mini 3 Tier Bo,80.0,28.0,106.0,106.0,103.88,108.12,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d6/d631d863.jpg
ABO Dataset,B08DJP1WJV,"AmazonCommercial Aluminum Baking Sheet Pan, 1/2 Sheet, 17.9""",45.47,32.77,2.54,45.47,44.56,46.38,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/35/3595924e.jpg
ABO Dataset,B01EK7SCOO,AmazonBasics Tri-Fold Hanging Cosmetics and Toiletry Kit,33.02,21.59,2.54,33.02,32.36,33.68,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/d2/d2a4a965.jpg
ABO Dataset,B086VT5PKV,"AmazonBasics Kids Ear-Protection Safety Noise Earmuffs, Yell",11.94,8.99,11.94,11.94,11.7,12.18,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/81/81693ab9.jpg
ABO Dataset,B07D4BPRW4,AmazonBasics USB Type-C to USB 3.1 Gen1 Female Adapter - Bla,16.99,14.5,1.04,16.99,16.65,17.33,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f4/f468794d.jpg
ABO Dataset,B07TBBQYCB,Amazon Brand - Solimo Lovely Glow Daily Moisturizer for Medi,4.45,6.35,20.96,20.96,20.54,21.38,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f0/f08d7a28.jpg
ABO Dataset,B07994RWBF,"AmazonBasics Biometric Fingerprint Home Safe, 1.52 Cubic Fee",35.05,33.02,41.91,41.91,41.07,42.75,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/1e/1e67b120.jpg
ABO Dataset,B014T170US,[Find] Amazon Collection Sterling Silver Butterfly Pendant N,10.16,8.13,0.76,10.16,9.96,10.36,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/31/319bd520.jpg
ABO Dataset,B01N5UP8WH,AmazonBasics Low-Odor Dry Erase Markers - Chisel Tip -  Blac,22.86,15.24,5.08,22.86,22.4,23.32,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/79/79b3c065.jpg
ABO Dataset,B07VVQ12D9,"AmazonBasics 2-Wheel Shopping Trolley, 40 Litre, Brown Flowe",35.05,32.0,83.82,83.82,82.14,85.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/ed/ed678be6.jpg
ABO Dataset,B073RLQTQW,Amazon Brand - Solimo Wall Sticker for Home (Lilies and Butt,50.0,70.0,0.1,70.0,68.6,71.4,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/64/64746a82.jpg
ABO Dataset,B00BS55JM0,"Pinzon Heather Flannel 5.4-Ounce Sheet Set, Queen, Khaki Hea",29.21,17.78,24.13,29.21,28.63,29.79,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/cf/cf460f55.jpg
ABO Dataset,B07HK6N3JM,Amazon Brand – Stone & Beam Modern Indoor Remote Control Cei,132.08,132.08,22.71,132.08,129.44,134.72,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/f8/f8f03aab.jpg
ABO Dataset,B074J76XBG,"Whole Foods Market, Plant-Based Nutritional Shake - Dark Cho",12.7,12.7,15.88,15.88,15.56,16.2,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/90/905d2b96.jpg
ABO Dataset,B073H6RY3V,AmazonBasics 30% Recycled Multipurpose Copy Printer Paper -,27.94,21.59,15.24,27.94,27.38,28.5,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/40/40340503.jpg
ABO Dataset,B074MHG8VK,"365 Everyday Value, Double Zipper Freezer Bags, Quart Size,",8.26,19.53,7.62,19.53,19.14,19.92,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/75/750e636b.jpg
ABO Dataset,B07GFK6RBV,"AmazonBasics Powder Free Disposable Nitrile Gloves, 5 mil, B",31.5,25.81,24.99,31.5,30.87,32.13,Verified ABO 3D Metadata,/projectnb/ivc-ml/lingxiao/Datasets/Amazon-Berkeley-Objects/images/original/86/86d56c14.jpg
